ID	premise1	premise2	premise3	premise4	hypothesis	entailment_judgments	neutral_judgments	contradiction_judgments	gold_label
4627	4937802230.jpg#0/A dirt-blonde girl in a white top with a key necklace holds a bag, standing in front of a sidewalk of street.	4937802230.jpg#1/The blue hat covered the young man's eyes from the bright sun, while playing tennis in a green shirt.	4937802230.jpg#3/Lady in white shirt with a green bag posing for the camera	4937802230.jpg#4/A red-haired Caucasian girl with a green bag.	A woman carrying a purse.	3	1	1	neutral
4628	2898690285.jpg#1/A group of guys walking down the beach using a metal detector.	2898690285.jpg#2/Three men at the beach drink beer and use a metal detector.	2898690285.jpg#3/The young men are having a good time at the beach.	2898690285.jpg#4/Three men on a beach with a metal detector.	Two other men watch.	0	3	2	neutral
4629	2705919270.jpg#0/A man and woman dance, while an older woman stands nearby; other seated women look on in the background.	2705919270.jpg#1/A young man and woman dance at a retirement home while three old ladies look on.	2705919270.jpg#2/A guy and a girl in jeans dancing with old women in the background watching.	2705919270.jpg#3/Seniors as well as a younger couple enjoy dancing at a get together.	A woman smiling.	2	3	0	neutral
4630	4936302238.jpg#0/A man and woman look like they are having their picture taken in front of a famous building in France.	4936302238.jpg#1/A couple takes their own picture in front of the Arc De Triomphe, from across the street.	4936302238.jpg#2/A couple is posing for a picture in front of the Arc de Triomphe.	4936302238.jpg#3/A woman in a black shirt is hugging a man in jeans.	A couple standing.	4	1	0	entailment
4631	5897657716.jpg#0/Eight young people are sitting in a rough circle in the grass at the bottom of a slight incline with three trees in the background.	5897657716.jpg#1/A group of multi-ethnic young people sit in a circle on grass next to a hill.	5897657716.jpg#2/A group of young people gather for conversation on a grassy spot.	5897657716.jpg#3/A group of teenagers are sitting together on the grass.	Girls sit on a lawn.	2	3	0	neutral
4632	4741494498.jpg#0/Rodeo rider, hoping to hold on to the bucking bronco for the required eight seconds.	4741494498.jpg#2/A cowboy riding a bucking horse with the letters CKI marked on its backside.	4741494498.jpg#3/A rodeo cowboy is riding a rambunctious horse.	4741494498.jpg#4/A cowboy riding a bucking horse.	A man stays on the back of a horse.	5	0	0	entailment
4633	507370108.jpg#0/Five people wear white clothing with fire designs on them while standing next to fire.	507370108.jpg#2/A parade line of various people and fire.	507370108.jpg#3/A group of dancers are performing.	507370108.jpg#4/A ritual with fire is happening.	Man walks.	0	4	1	neutral
4634	2291958125.jpg#1/Two men on horses chase down a cow on a sunny day.	2291958125.jpg#2/Two men are on horseback trying to rope a cattle.	2291958125.jpg#3/Two men at a rodeo attempting to rope a calf.	2291958125.jpg#4/Two rodeo riders going after a young steer.	Men ride brown animals.	3	2	0	neutral
4635	7024546475.jpg#0/A kid is using a screwdriver on what looks to be a typewriter.	7024546475.jpg#2/Young child using tools on a machine.	7024546475.jpg#3/A young child turning a screwdriver.	7024546475.jpg#4/A young boy is fixing a typewriter.	A child screwing.	4	1	0	entailment
4636	3290465391.jpg#0/Man on skateboard on top of rust colored barrel in darkened area.	3290465391.jpg#1/A man is jumping over a barrel on a skateboard	3290465391.jpg#2/A man and a skateboard on top of a barrel.	3290465391.jpg#3/A man in black performs on a skateboard.	A man doing some sort of work.	0	0	5	contradiction
4637	4888278371.jpg#0/A woman talking on her cellphone and a man shopping at a small outside shop.	4888278371.jpg#1/An Asian woman wearing turquoise stands near a tree and a motorcycle.	4888278371.jpg#2/A woman dressed in blue and wearing a tan hat is smiling.	4888278371.jpg#4/A woman talking on a cellphone with a man and child.	A woman talks on a phone on a street.	5	0	0	entailment
4638	3252056028.jpg#1/A volleyball player in an orange shirt jumps into the air to hit the ball.	3252056028.jpg#2/A male volleyball player in a yellow jersey is about to spike the ball.	3252056028.jpg#3/A volleyball player in an orange jersey performing a jump serve.	3252056028.jpg#4/A player jumping high in the air after hitting a volleyball.	A man watched by a group.	3	1	1	neutral
4639	4484549063.jpg#0/An older man dressed in jeans and a puffy dark jacket plays the accordion, seated in front of a stone wall.	4484549063.jpg#1/Man sitting outside on sidewalk playing music while taking donations.	4484549063.jpg#2/A middle-aged man is sitting down and playing the accordion.	4484549063.jpg#3/Pan handler playing the accordion on the sidewalk.	A musician playing an instrument.	5	0	0	entailment
4640	241346317.jpg#0/A crowd of people watching a football game with a player wearing red and cheerleaders also wearing red.	241346317.jpg#1/A football player is grabbing the ankle of another player who is holding the ball.	241346317.jpg#3/A crowd is standing and cheering at a football game.	241346317.jpg#4/An Oklahoma football player is about to score.	A player runs.	4	0	1	entailment
4641	206991381.jpg#0/A girl wearing a blue dress and rainbow suspenders leaping across a grassy lawn.	206991381.jpg#2/A woman, in a big skirt, is jumping.	206991381.jpg#3/A blond woman dances on a sunny day.	206991381.jpg#4/A lady in Irish clothing is jumping.	A woman skipping.	2	2	1	neutral
4642	7765548908.jpg#0/Black and white photo of a girl with short shorts running in the rain with a hoodie on.	7765548908.jpg#1/A lady with long legs and short jean shorts wearing a black hoodie behind a car.	7765548908.jpg#3/Person in black jacket and shorts running in the rain.	7765548908.jpg#4/A person is playing or running in the rain.	A jogger running.	3	1	1	entailment
4643	2154618839.jpg#0/Two older men, one middle-aged women, and an older woman conversing at diner table in the interior of a kitchen.	2154618839.jpg#1/Four people are sitting around a kitchen counter while one is drinking from a glass.	2154618839.jpg#2/The four older adults in the room are talking to each other.	2154618839.jpg#4/A group of people sit around a breakfast bar.	A man having a snack.	2	1	2	neutral
4644	289262437.jpg#0/Two men are competing in a martial arts tournament and one of them is receiving what appears to be a powerful roundhouse kick from the other.	289262437.jpg#1/A young man blocks a kick during a sparring match, while judges stand by.	289262437.jpg#3/Man kicking another man in the face in a karate competition.	289262437.jpg#4/There are two young guys in a martial arts tournament.	Two guys practicing arts.	5	0	0	entailment
4645	4850061221.jpg#1/People enjoying a day in the park, with a large row of buildings lingering in the background.	4850061221.jpg#2/A long road leads to a building with many people scattered around the area.	4850061221.jpg#3/A blurry photo of a couple on a bench watching other people play.	4850061221.jpg#4/A huge building with people in front of it.	A group sits.	1	2	2	neutral
4646	1430154945.jpg#0/At a table in a restaurant, a girl is trying to get a little boy to eat.	1430154945.jpg#1/A mother helps her little boy eat his food by feeding him by hand.	1430154945.jpg#2/A young lady wearing yellow is feeding a small child at the table.	1430154945.jpg#3/A mother is trying to get her son to eat food at a restaurant.	Child sitting on her lap.	0	3	2	neutral
4647	4497873178.jpg#0/A man and a woman riding together in a white carriage pulled by a brown horse through the streets of a city, with a man in a black hat and red coat driving the carriage.	4497873178.jpg#2/A man in a red jacket driving a horse drawn carriage with a couple riding in the cabin.	4497873178.jpg#3/A man and woman ride in a mule drawn carriage as the driver points out landmarks.	4497873178.jpg#4/A wagon with people in the back sitting on seats are being driven by someone.	Animal drives.	1	0	4	contradiction
4648	4951888006.jpg#0/A man is wearing a towel around his waist and holding a piece of cloth to his chest.	4951888006.jpg#1/A shirtless man is bathing himself next to a blue trashcan.	4951888006.jpg#2/Homeless man living among the construction.	4951888006.jpg#3/A man is taking bath in his work area.	A man standing near a structure.	0	2	3	contradiction
4649	4799453443.jpg#0/A blue river raft full of woman floats in front another yellow raft.	4799453443.jpg#1/Groups of people are riding down a river in rafts.	4799453443.jpg#3/A large group of people rafting.	4799453443.jpg#4/A group of white water rafters.	Children rafting.	0	4	1	neutral
4650	3939508858.jpg#0/A brown-haired man wearing jeans, glasses, a pink shirt, and jacket is playing guitar and singing into a microphone.	3939508858.jpg#1/A man in a blue jacket and pink shirt is singing and playing the guitar	3939508858.jpg#2/Two guitarists are performing in front of a gum ball machine.	3939508858.jpg#3/Two men playing a bass and a guitar singing a song.	Two band members play instruments.	5	0	0	entailment
4651	4948237706.jpg#0/We see a shot of a Korean historical drama with a man in bright red and yellow costume is in the foreground.	4948237706.jpg#1/A man is standing in front of a temple while wearing a red hat and red shirt.	4948237706.jpg#3/Two Chinese people wearing traditional clothes	4948237706.jpg#4/A Chinese man standing guard.	A man holding a flag.	1	2	2	neutral
4652	4614283206.jpg#0/Four people, two of whom can be seen wearing conference badges, are grouped around a long table with several laptops on it.	4614283206.jpg#2/A meeting room with a large screen, several people talking, and computers.	4614283206.jpg#3/Workers at an International Freestyle Motocross press conference.	4614283206.jpg#4/Four people talking in a presentation room.	Three men standing.	0	4	1	neutral
4653	6353804827.jpg#0/Lady doing chemistry work while the man in long-sleeve shirt observes her.	6353804827.jpg#1/A black woman puts a substance in a beaker while a white woman watches.	6353804827.jpg#2/Two women working in a lab with paper on the lab table.	6353804827.jpg#3/Hopefully when I mix these I 'll still have eyebrows.	Students working in class.	2	2	1	neutral
4654	3241298741.jpg#1/One man with his guitar practicing and setting up for a show	3241298741.jpg#2/A man is down on one knee playing the guitar at a show.	3241298741.jpg#3/Young red-haired man is playing an electric guitar.	3241298741.jpg#4/Man tuning his guitar before performing	A musician playing instrument.	5	0	0	entailment
4655	2978040423.jpg#0/A woman wearing a white shirt, tan pants, and boots is standing beside a vendor cart that contains various beverages.	2978040423.jpg#2/A treat vendor is standing in the sun while others sit in the shade under umbrellas.	2978040423.jpg#3/A black woman wearing a blue hat and white t-shirt is standing at a snow cone stand.	2978040423.jpg#4/Woman with a vending cart in the middle of a beach.	Lady lounging.	1	2	2	neutral
4656	3534824784.jpg#0/A girl leaning against a woman's shoulder while sitting on a bench.	3534824784.jpg#1/A mother with a child sitting on her lap and both are smiling.	3534824784.jpg#3/A woman and daughter are smiling at the camera.	3534824784.jpg#4/A woman and a child sit together and smile.	A woman poses for a photo.	5	0	0	entailment
4657	4369423704.jpg#0/A person dressed in a white coat with black peace signs poses holding up two fingers in a peace sign.	4369423704.jpg#1/The lady with what and black design coat with an eye shield is posing for a picture in the snow.	4369423704.jpg#2/A female dressed in a peace-sign patterned coat and goggles is standing outside in the snow.	4369423704.jpg#4/A woman posing outside in the snow.	A child with jacket standing.	0	1	4	contradiction
4658	4931356888.jpg#1/A small cow is herded by two individuals on horseback.	4931356888.jpg#2/A man and a boy on horses attempting to rope a cow.	4931356888.jpg#3/Two horsemen are chasing a cow around the lot.	4931356888.jpg#4/People attempting to rope cattle.	A man riding brown animals.	3	2	0	neutral
